Instrument,Type,K,T_days,Qty,Delta,Gamma,Vega,Price,Delta_contrib,Gamma_contrib,Vega_contrib
Call_ATM_30d,Call,3855.1,30,1,0.553746950659369,0.002126791853269899,436.91258332339953,84.69418358993335,0.553746950659369,0.002126791853269899,436.91258332339953
Put_ATM_30d,Put,3855.1,30,-1,-0.44625304934063104,0.002126791853269899,436.91258332339953,62.57783955991977,0.44625304934063104,-0.002126791853269899,-436.91258332339953
Call_ATM_60d,Call,3855.1,60,1,0.5755330237246514,0.0014827390686976756,612.3452210049616,126.62972382663293,0.5755330237246514,0.0014827390686976756,612.3452210049616
Put_ATM_60d,Put,3855.1,60,-1,-0.4244669762753486,0.0014827390686976756,612.3452210049616,82.52391514022929,0.4244669762753486,-0.0014827390686976756,-612.3452210049616
Call_ATM_90d,Call,3855.1,90,1,0.5919916426572094,0.0011949315399814,743.3016128338268,161.59727550473053,0.5919916426572094,0.0011949315399814,743.3016128338268
Put_ATM_90d,Put,3855.1,90,-1,-0.4080083573427906,0.0011949315399814,743.3016128338268,95.62815364059452,0.4080083573427906,-0.0011949315399814,-743.3016128338268
